,effective_capacity_MW_end
16962,89.87555026225985
17013,99.01643203634919
17064,72.42848633664266
17115,99.01643203634919
17166,85.63230843744489
17217,99.01643203634919
17268,91.37294909754611
17319,99.01643203634919
17370,40.3730606092028
17421,71.26832304203961
17472,99.01643203634919
17523,29.412891457700756
17574,89.51449285677346
17625,69.5421978039324
17676,41.93485284905259
17727,99.01643203634919
17778,57.08799871002205
17829,99.01643203634919
17880,56.536896302494014
17931,86.08717971154965
17982,99.01643203634919
18033,46.875456566363695
18084,93.73603150661133
18135,75.95049108595502
18186,99.01643203634919
18237,99.01643203634919
18288,63.34518676811492
18339,63.58206613701979
18390,63.003023143411625
18441,72.57891463511308
18492,90.44644415421439
18543,76.89396223811961
18594,99.01643203634919
18645,99.01643203634919
18696,81.05033720033693
18747,95.71724846894678
18798,82.10388808601363
18849,99.01643203634919
18900,73.02731949499831
18951,99.01643203634919
19002,41.650944492081
19053,73.84036596242893
19104,99.01643203634919
19155,74.99856831506672
19206,99.01643203634919
19257,99.01643203634919
19308,22.634413396767627
19359,34.433692044787904
19410,99.01643203634919
19461,78.96878830207848
19512,86.56767753382661
19563,81.51753219083395
19614,47.64783524985784
19665,91.07759262190227
19716,99.01643203634919
19767,95.33264911901261
19818,99.01643203634919
19869,76.14166839864482
19920,99.01643203634919
19971,85.76524546343263
20022,80.59787607427617
20073,88.70169338429066
20124,99.01643203634919
20175,99.01643203634919
20226,88.24868844556092
20277,99.01643203634919
20328,92.88238536146439
20379,35.29490791652646
20430,99.01643203634919
20481,99.01643203634919
20532,37.80071000182005
20583,83.13646792969989
20634,99.01643203634919
20685,82.36940254744808
20736,99.01643203634919
20787,72.08407151893893
20838,31.649158602954614
20889,78.04494442246443
20940,67.47183808451175
20991,99.01643203634919
21042,99.01643203634919
21093,83.0885041560444
21144,99.01643203634919
21195,94.89546058486798
21246,72.1516112284964
21297,75.97577013480058
21348,99.01643203634919
21399,74.65849884833729
21450,93.23974180057408
21501,99.01643203634919
21552,83.57692581828725
21603,99.01643203634919
21654,96.1472204539485
21705,39.1548071921084
21756,99.01643203634919
21807,99.01643203634919
21858,79.78074038473655
21909,99.01643203634919
21960,92.32931953695869
22011,22.3430110042806
22062,17.719793138926576
22113,99.01643203634919
22164,96.44147382975781
22215,51.10344681987468
22266,89.75539302541304
22317,25.062987894741934
22368,77.5225042144622
22419,27.71184410107908
22470,99.01643203634919
22521,99.01643203634919
22572,80.86468248020604
22623,61.19826936437314
22674,61.06428048320881
22725,99.01643203634919
22776,56.06767423577654
22827,85.28886189713211
22878,99.01643203634919
22929,99.01643203634919
22980,99.01643203634919
23031,65.389389239714
23082,74.56306261284769
23133,99.01643203634919
23184,63.755043372279886
23235,99.01643203634919
23286,36.90413481969223
23337,42.44371443529074
23388,80.76731367826169
23439,99.01643203634919
23490,99.01643203634919
23541,62.712561390761465
23592,99.01643203634919
23643,81.90225096481231
23694,99.01643203634919
23745,99.01643203634919
23796,99.01643203634919
23847,46.11698379998665
23898,72.973052530243
23949,99.01643203634919
24000,99.01643203634919
24051,99.01643203634919
24102,99.01643203634919
24153,99.01643203634919
24204,33.11707686567409
24255,79.70140224384312
24306,99.01643203634919
24357,78.70234374794735
24408,84.25636999017347
24459,69.74859591864333
24510,70.5589299118041
24561,93.07381402531789
24612,47.90222124426655
24663,99.01643203634919
24714,99.01643203634919
24765,99.01643203634919
24816,69.71785634918773
24867,67.60775842897664
24918,62.77787764212238
24969,99.01643203634919
25020,99.01643203634919
25071,74.98707212801115
25122,99.01643203634919
25173,99.01643203634919
25224,99.01643203634919
25275,99.01643203634919
25326,99.01643203634919
25377,82.08726794993179
25428,58.04038484004809
25479,99.01643203634919
25530,76.83799911348532
25581,15.14280726923337
25632,84.4931907509031
25683,99.01643203634919
25734,83.68547200624083
25785,81.6397655863441
25836,75.3794785753721
25887,85.54346631844172
25938,60.772316014868544
25989,37.00820708997465
26040,99.01643203634919
26091,88.18167302164574
26142,99.01643203634919
26193,99.01643203634919
26244,76.12489577040492
26295,99.01643203634919
26346,80.2014790517297
26397,90.84367432661298
26448,99.01643203634919
26499,99.01643203634919
26550,99.01643203634919
26601,99.01643203634919
26652,66.94488700945725
26703,8.489968784188113
26754,54.636738167936606
26805,45.99514837679995
26856,99.01643203634919
26907,65.9078412230947
26958,40.64223645135071
27009,99.01643203634919
27060,72.82088790914378
27111,49.967110244388834
27162,64.37902633279077
27213,99.01643203634919
27264,93.56736931625325
27315,64.35481939343771
27366,33.65433850845878
27417,70.6829334466142
27468,99.01643203634919
27519,80.24299594773579
27570,36.65770420240292
27621,78.59753716053072
27672,33.508877506990586
27723,41.202068401427056
27774,91.24404313617461
27825,99.01643203634919
27876,92.34222543581446
27927,88.49159588543246
27978,24.973987380213234
28029,99.01643203634919
28080,99.01643203634919
28131,96.27391023818159
28182,80.69452452472984
28233,27.28854867326972
28284,86.50160329433925
28335,99.01643203634919
28386,70.14649631102058
28437,99.01643203634919
28488,85.51838575135542
28539,99.01643203634919
28590,99.01643203634919
28641,99.01643203634919
28692,89.21309881638491
28743,78.13226636393833
28794,94.57514138854476
28845,67.34090908762249
28896,99.01643203634919
28947,99.01643203634919
28998,63.88361400716656
29049,99.01643203634919
29100,66.85456239966217
29151,99.01643203634919
29202,99.01643203634919
29253,99.01643203634919
29304,99.01643203634919
29355,99.01643203634919
29406,92.99113043759358
29457,59.73379915911558
29508,57.72688879710984
29559,84.03803223185237
29610,58.938200833340915
29661,62.49856043276247
29712,99.01643203634919
29763,61.76121950411199
29814,51.39282512644958
29865,88.61640073011358
29916,52.19572780490567
29967,83.91891754515251
30018,74.18562180434616
30069,99.01643203634919
30120,99.01643203634919
30171,99.01643203634919
30222,99.01643203634919
30273,86.85421837429801
30324,99.01643203634919
30375,63.90297611995506
30426,99.01643203634919
30477,66.99185617482162
30528,99.01643203634919
30579,93.08721569497176
30630,27.513727780111125
30681,99.01643203634919
30732,64.24560067638687
30783,93.16964511888827
30834,28.58839634414365
30885,91.43140559286567
30936,31.328004653779168
30987,37.578107209650845
31038,83.72834881637657
31089,89.22198133801587
31140,38.30415850819541
31191,45.426155421663026
31242,99.01643203634919
31293,62.55936107573791
31344,99.01643203634919
31395,99.01643203634919
31446,87.55784078068912
31497,90.5253317680928
31548,86.82292529458321
31599,75.59793924398538
31650,85.9069046622367
31701,90.62778192848403
31752,96.39819243547285
31803,92.09613365157387
31854,66.34003438880049
31905,34.72683145527494
31956,71.82087940347508
32007,99.01643203634919
32058,99.01643203634919
32109,99.01643203634919
32160,77.02707196955645
32211,63.46431744937905
32262,79.50412718193655
32313,99.01643203634919
32364,85.7182325810146
32415,44.03320145936571
32466,90.22208288135161
32517,59.28825911278767
32568,99.01643203634919
32619,86.15677084527613
32670,58.52677229220603
32721,37.83909449520598
32772,80.41566374376052
32823,87.3317131885048
32874,99.01643203634919
32925,99.01643203634919
32976,70.7167438306806
33027,85.10445384621815
33078,99.01643203634919
33129,90.13686363065915
